,Close,Returns,Regime,Regime_Label
2015-01-02,1987.2640341456536,-0.006367982927173221,0,Bull
2015-01-03,1985.084459814201,-0.0010967713871949947,0,Bull
2015-01-04,1987.8685719078053,0.0014025156863426425,0,Bull
2015-01-05,2013.2995472045407,0.012793086854997027,0,Bull
2015-01-06,2006.6468606861672,-0.0033043699471401178,0,Bull
2015-01-07,2004.3113886150434,-0.0011638680013309477,0,Bull
2015-01-08,1973.281580783102,-0.015481530468867244,1,Bear
2015-01-09,1941.5756024446018,-0.01606764014181783,1,Bear
2015-01-10,1977.4498175054007,0.0184768571543803,1,Bear
2015-01-11,2038.9821466539718,0.03111701172078063,1,Bear
2015-01-12,2022.9487760543195,-0.007863418826870805,1,Bear
2015-01-13,2037.1322619934385,0.007011292676813774,1,Bear
2015-01-14,1987.5012734033378,-0.024363164589781827,1,Bear
2015-01-15,1970.2476992553488,-0.008681038034478616,1,Bear
2015-01-16,1951.6587482987852,-0.009434829419462942,1,Bear
2015-01-17,2010.1789092702977,0.029984832657104166,1,Bear
2015-01-18,2022.1595674194107,0.0059599959455658436,1,Bear
2015-01-19,1964.7942596679006,-0.028368338817454042,1,Bear
2015-01-20,1878.2122900621223,-0.04406668493647414,1,Bear
2015-01-21,1838.0600026471236,-0.021377928164696747,1,Bear
2015-01-22,1843.4894005392684,0.0029538741305101812,1,Bear
2015-01-23,1854.520795672026,0.00598397535105466,1,Bear
2015-01-24,1881.2577758935035,0.01441719083650872,1,Bear
2015-01-25,1811.2154170047202,-0.03723166478635109,1,Bear
2015-01-26,1830.7571359205956,0.010789284771102636,1,Bear
2015-01-27,1830.7754679538486,1.001336162698152e-05,1,Bear
2015-01-28,1847.1862920741273,0.008963864989200543,1,Bear
2015-01-29,1870.6156556737335,0.012683811968579706,1,Bear
2015-01-30,1957.2530826165776,0.04631492668206083,1,Bear
2015-01-31,1998.1982372497982,0.02091970374034746,1,Bear
2015-02-01,2001.0523228999755,0.0014283295806052365,1,Bear
2015-02-02,2016.824701577294,0.007882042111952758,1,Bear
2015-02-03,1977.3744894948766,-0.019560555784330025,1,Bear
2015-02-04,1934.945150293391,-0.021457412051636315,1,Bear
2015-02-05,1861.391044240265,-0.03801353544413033,1,Bear
2015-02-06,1809.5780280631348,-0.02783564277772599,1,Bear
2015-02-07,1831.7021139132182,0.012226102166903452,1,Bear
2015-02-08,1797.5694195489284,-0.018634413371598546,1,Bear
2015-02-09,1813.7850267903875,0.009020851748539505,1,Bear
2015-02-10,1860.1693600495507,0.025573225367971686,1,Bear
2015-02-11,1867.1110289157914,0.003731740246520232,1,Bear
2015-02-12,1888.4724462740548,0.011440892923581414,1,Bear
2015-02-13,1853.674124131604,-0.01842670366258603,1,Bear
2015-02-14,1848.595508567706,-0.002739756410138794,1,Bear
2015-02-15,1901.980776065422,0.02887882570864786,1,Bear
2015-02-16,1858.2771251464474,-0.022977966690800766,1,Bear
2015-02-17,1892.6554524886083,0.01850010791014367,1,Bear
2015-02-18,1957.0631409235746,0.034030329371507184,1,Bear
2015-02-19,1974.0068094926262,0.008657701540000229,1,Bear
2015-02-20,1906.5239110071452,-0.034185747567317626,1,Bear
2015-02-21,1918.0334137455877,0.006036904479400196,1,Bear
2015-02-22,1913.9626197474258,-0.0021223790831736977,1,Bear
2015-02-23,1930.9124718667451,0.008855895065263075,1,Bear
2015-02-24,1958.3747721853545,0.014222447013385153,1,Bear
2015-02-25,1926.856614941066,-0.01609403761319761,1,Bear
2015-02-26,1893.371840948528,-0.017377927206878474,1,Bear
2015-02-27,1886.7248236612854,-0.003510677165195708,1,Bear
2015-02-28,1849.3466286846378,-0.01981115343789952,1,Bear
2015-03-01,1853.9880847554493,0.0025097815622119324,1,Bear
2015-03-02,1848.8554577419864,-0.0027684250269278676,1,Bear
2015-03-03,1945.3112904890409,0.05217056441224255,1,Bear
2015-03-04,1904.456217248172,-0.021001817776217235,1,Bear
2015-03-05,1873.716472239905,-0.016140956525996786,1,Bear
2015-03-06,1888.6665962669697,0.007978861395818715,1,Bear
2015-03-07,1920.6872423081677,0.016954101959810286,1,Bear
2015-03-08,2007.5878140018501,0.04524451965914578,1,Bear
2015-03-09,2071.74712844628,0.03195840998682753,1,Bear
2015-03-10,2104.842587618646,0.015974661539502888,1,Bear
2015-03-11,2116.1270379434404,0.0053611849129113764,1,Bear
2015-03-12,2153.0166503847154,0.017432607674218836,1,Bear
2015-03-13,2125.659472750619,-0.012706440346946679,1,Bear
2015-03-14,2111.155422343956,-0.006823317936195394,1,Bear
2015-03-15,2047.5072848933771,-0.030148484937178255,1,Bear
2015-03-16,2037.1121921183476,-0.005076950324780283,1,Bear
2015-03-17,2075.313802192187,0.018752825799994044,1,Bear
2015-03-18,2065.572593123428,-0.004693848736740058,1,Bear
2015-03-19,2032.562969553848,-0.015980858614930038,1,Bear
2015-03-20,2016.921253361566,-0.007695562905839726,1,Bear
2015-03-21,2045.121170718999,0.013981665030517565,1,Bear
2015-03-22,2033.6372166583199,-0.005615292739178823,1,Bear
2015-03-23,2067.1890258861554,0.01649842408124691,1,Bear
2015-03-24,2011.9403303961853,-0.02672648451502213,1,Bear
2015-03-25,1975.9143274744865,-0.017906099091221428,1,Bear
2015-03-26,1954.9046983789947,-0.010632864392630448,1,Bear
2015-03-27,1902.7106709682762,-0.026699013744249434,1,Bear
2015-03-28,2013.7781115183493,0.05837326832962564,1,Bear
2015-03-29,1968.618501203713,-0.02242531590562713,1,Bear
2015-03-30,2003.6553560052066,0.01779768643852031,1,Bear
2015-03-31,1975.9624097442272,-0.01382121240460854,1,Bear
2015-04-01,1954.6699331430136,-0.010775749830164938,1,Bear
2015-04-02,1965.4723305601758,0.005526456018992709,1,Bear
2015-04-03,1907.1561013578298,-0.02967033841973521,1,Bear
2015-04-04,1880.9236149478938,-0.013754766267564222,1,Bear
2015-04-05,1874.4730699174597,-0.003429456134832365,1,Bear
2015-04-06,1841.8191111017384,-0.017420340329114103,1,Bear
2015-04-07,1810.600668784245,-0.016949787375601266,1,Bear
2015-04-08,1849.0479419438693,0.021234540460785434,1,Bear
2015-04-09,1885.2887964417732,0.019599737614052648,1,Bear
2015-04-10,1867.6890213588197,-0.009335320464520236,1,Bear
2015-04-11,1863.611292736648,-0.0021833017036235747,1,Bear
2015-04-12,1908.7858295467022,0.02424032145872923,1,Bear
2015-04-13,1853.3745830056944,-0.02902957769451109,1,Bear
2015-04-14,1864.9775478029753,0.006260453177502789,1,Bear
2015-04-15,1937.6956780062076,0.038991423939069625,1,Bear
2015-04-16,2012.879617551011,0.03880069527850938,1,Bear
2015-04-17,1933.7770227065353,-0.03929822437206487,1,Bear
2015-04-18,1903.315124189268,-0.01575253928430298,1,Bear
2015-04-19,1908.7837058768034,0.0028731877438659126,1,Bear
2015-04-20,1857.3657703330005,-0.02693753901266882,1,Bear
2015-04-21,1831.6135165457029,-0.013864933982648209,1,Bear
2015-04-22,1825.6684286266484,-0.003245820073585426,1,Bear
2015-04-23,1875.9225651926322,0.027526431293872555,1,Bear
2015-04-24,1873.281166598591,-0.001408053105736773,0,Bull
2015-04-25,1880.4721956845613,0.0038387345232469006,0,Bull
2015-04-26,1898.803931209393,0.009748474647432115,0,Bull
2015-04-27,1918.4940985137682,0.010369773824848716,0,Bull
2015-04-28,1918.6130245566098,6.198926696399099e-05,0,Bull
2015-04-29,1871.7187814193499,-0.024441741266766015,0,Bull
2015-04-30,1900.3438304251988,0.015293456095013536,0,Bull
2015-05-01,1915.793225298094,0.008129789265260756,0,Bull
2015-05-02,1872.812316216559,-0.022435045971543777,0,Bull
2015-05-03,1846.3194546127768,-0.014146031278405413,0,Bull
2015-05-04,1878.1688940833014,0.01725023228832545,0,Bull
2015-05-05,1899.9738012812652,0.011609662616953509,0,Bull
2015-05-06,1871.6528680696802,-0.014905959857176243,0,Bull
2015-05-07,1860.612595374058,-0.005898675381513785,0,Bull
2015-05-08,1854.343736448145,-0.003369244592613674,0,Bull
